Place_ID,Place_Name,City,Province,Category,Latitude,Longitude,Terrain_Type,Time_Needed (H),Rating
29,Crow Island Beach Park,Modara,Western,Beach,6.9713,79.8696,Paved,2,4.3
30,St. Lucia’s Cathedral,Kotahena,Western,Religious,6.9417,79.8603,Paved,1,4.5
31,St. Anthony’s Shrine (Kochchikade),Kochchikade,Western,Religious,6.9349,79.8529,Paved,1,4.5
32,Asokaramaya Temple,Kirulapone,Western,Religious,6.8788,79.8612,Paved,1,4.4
33,Colombo City Hall & Museum,Colombo,Western,History,6.9152,79.8619,Paved,1.5,4.3
34,Port City Marina Promenade,Colombo,Western,Relax,6.9365,79.839,Paved,2,4.4
35,Independence Square Grounds,Colombo,Western,Park,6.902,79.8618,Paved,1.5,4.5
36,Negombo Beach,Negombo,Western,Beach,7.2274,79.8417,Paved,3,4.6
37,Negombo Lagoon,Negombo,Western,Nature,7.179,79.853,Off-Road,3,4.5
38,Negombo Dutch Fort,Negombo,Western,History,7.2089,79.8341,Paved,1,4.3
39,St. Mary’s Church,Negombo,Western,Religious,7.2113,79.8447,Paved,1,4.5
40,Lellama Fish Market,Negombo,Western,Culture,7.219,79.8357,Paved,2,4.3
41,Angurukaramulla Temple,Negombo,Western,Religious,7.2177,79.8539,Paved,1.5,4.5
42,Hamilton Canal (Negombo),Negombo,Western,History,7.2535,79.8615,Paved,2,4.3
43,Waikkal Beach,Waikkal,Western,Beach,7.3189,79.8555,Paved,3,4.4
44,Kammala Beach,Kammala,Western,Beach,7.3412,79.855,Paved,3,4.3
45,Muthurajawela Marsh,Wattala,Western,Nature,7.125,79.901,Off-Road,3,4.5
46,Guruge Nature Park,Ja-Ela,Western,Adventure,7.0424,79.9514,Paved,3,4.2
47,Horagolla National Park,Nittambuwa,Western,Nature,7.1307,80.0048,Off-Road,2.5,4.4
48,Henarathgoda Botanical Garden,Gampaha,Western,Nature,7.0906,79.994,Paved,2,4.5
49,Maligatenna Rajamaha Viharaya,Maligatenna,Western,Religious,7.1465,80.0626,Hilly,2,4.4
50,Attanagalla Raja Maha Viharaya,Attanagalla,Western,Religious,7.1297,80.0867,Paved,1.5,4.5
51,Basilica of Our Lady of Lanka (Tewatte),Ragama,Western,Religious,7.0219,79.926,Paved,1.5,4.5
52,Bopitiya Beach,Bopitiya,Western,Beach,7.081,79.847,Paved,2.5,4.2
53,Kalutara Bodhiya,Kalutara,Western,Religious,6.5835,79.959,Paved,1.5,4.6
54,Richmond Castle,Kalutara,Western,History,6.5534,79.9634,Paved,1.5,4.5
55,Kalutara Beach,Kalutara,Western,Beach,6.575,79.961,Paved,3,4.5
56,Panadura Beach,Panadura,Western,Beach,6.713,79.902,Paved,3,4.4
57,Wadduwa Beach,Wadduwa,Western,Beach,6.6405,79.9517,Paved,3,4.4
58,Moragalla Beach,Moragalla,Western,Beach,6.4504,79.9749,Paved,3,4.4
59,Barberyn Island Lighthouse,Beruwala,Western,History,6.439,79.9751,Off-Road,2.5,4.6
60,Kande Viharaya Temple,Aluthgama,Western,Religious,6.4486,80.003,Paved,1.5,4.6
61,Lunuganga Estate,Bentota,Western,Architecture,6.409,80.0108,Paved,2.5,4.7
62,Brief Garden by Bevis Bawa,Dharga Town,Western,Nature,6.4213,80.0115,Off-Road,2.5,4.6
63,Bentota River Safari (Aluthgama Jetty),Aluthgama,Western,Adventure,6.415,80.005,Off-Road,3,4.6
64,Kalutara Bridge Viewpoint,Kalutara,Western,Relax,6.5798,79.959,Paved,1,4.3
65,Pahiyangala (Fa-Hien) Cave,Bulathsinhala,Western,Hiking,6.7175,80.1772,Hilly,3,4.6
66,Thudugala Ella Waterfall,Dodangoda,Western,Hiking,6.4622,80.0689,Hilly,2.5,4.5
67,Bodhinagala Forest Hermitage,Ingiriya,Western,Nature,6.742,80.164,Off-Road,2.5,4.4
68,Makeliya Forest Reserve,Baduraliya,Western,Nature,6.684,80.095,Off-Road,3,4.3
69,Beruwala Beach,Beruwala,Western,Beach,6.4782,79.9828,Paved,3,4.4
70,Bolgoda Lake South (Panadura side),Panadura,Western,Nature,6.7135,79.915,Off-Road,2.5,4.4
