Place_ID,Place_Name,City,Province,Category,Latitude,Longitude,Terrain_Type,Time_Needed (H),Rating
23,Mini World’s End (Pitawala),Matale,Central,Viewpoint,7.515,80.704,Hilly,2.5,4.6
24,Knuckles Mountain Range (Dumbara),Matale,Central,Hiking,7.445,80.781,Hilly,6.0,4.8
25,Meemure Village,Meemure,Central,Adventure,7.418,80.812,Off-Road,5.0,4.7
26,Bambarakiri Ella,Rattota,Central,Hiking,7.548,80.735,Hilly,2.0,4.6
27,Sera Ella,Pothatawela,Central,Hiking,7.541,80.729,Hilly,2.0,4.6
28,Aluvihare Rock Temple,Matale,Central,Religious,7.478,80.623,Hilly,1.5,4.6
29,Nalanda Gedige,Naula,Central,History,7.6169,80.6623,Paved,1.5,4.6
30,Sigiriya Rock Fortress,Sigiriya,Central,History,7.957,80.7603,Paved,4.0,4.9
31,Sigiriya Museum,Sigiriya,Central,Museum,7.955,80.759,Paved,1.5,4.5
32,Pidurangala Rock,Sigiriya,Central,Hiking,7.947,80.75,Hilly,3.0,4.8
33,Dambulla Cave Temple,Dambulla,Central,Religious,7.8596,80.6517,Paved,2.5,4.8
34,Ibbankatuwa Megalithic Tombs,Dambulla,Central,History,7.946,80.669,Off-Road,1.5,4.5
35,Popham’s Arboretum,Dambulla,Central,Nature,7.873,80.674,Off-Road,2.0,4.4
36,Jathika Namal Uyana,Dambulla,Central,Nature,7.96,80.71,Off-Road,3.0,4.5
37,Wasgamuwa National Park,Naula,Central,Safari,7.762,80.887,Off-Road,6.0,4.7
38,Kaludiya Pokuna Forest Monastery,Naula,Central,History,7.56,80.639,Off-Road,2.0,4.5
39,Kotmale Dam,Kotmale,Central,Nature,7.016,80.612,Paved,2.5,4.5
40,Kotmale Mahaweli Maha Seya,Kotmale,Central,Religious,7.064,80.618,Hilly,1.5,4.5
41,Kotmale Hanging Bridge,Palugama,Central,Architecture,7.026,80.646,Paved,1.5,4.4
42,Ramboda Falls,Ramboda,Central,Hiking,7.067,80.706,Hilly,2.0,4.7
43,Bluefield Tea Gardens,Ramboda,Central,Museum,7.058,80.67,Paved,1.5,4.6
44,Labookellie Tea Centre (Damro),Labookellie,Central,Museum,7.05,80.667,Paved,1.5,4.6
45,Gregory Lake,Nuwara Eliya,Central,Relax,6.97,80.782,Paved,2.0,4.6
46,Victoria Park,Nuwara Eliya,Central,Park,6.971,80.789,Paved,1.5,4.6
47,Hakgala Botanical Gardens,Hakgala,Central,Nature,6.951,80.817,Hilly,2.5,4.7
48,Seetha Amman Temple,Seetha Eliya,Central,Religious,6.951,80.809,Paved,1.0,4.5
49,Galway’s Land National Park,Nuwara Eliya,Central,Nature,6.972,80.777,Off-Road,1.5,4.4
50,Pidurutalagala (Mount Pedro),Nuwara Eliya,Central,Hiking,6.98,80.77,Hilly,3.0,4.7
51,Moon Plains (Sandathenna),Nuwara Eliya,Central,Viewpoint,6.971,80.802,Hilly,2.0,4.6
52,Horton Plains National Park,Ohiya,Central,Nature,6.802,80.814,Off-Road,6.0,4.8
53,World’s End Viewpoint,Horton Plains,Central,Hiking,6.796,80.799,Hilly,3.0,4.8
54,Baker’s Falls,Horton Plains,Central,Hiking,6.788,80.815,Hilly,2.0,4.7
55,Ambewela Farm (Highland Dairy),Ambewela,Central,Culture,6.904,80.727,Paved,2.0,4.5
56,New Zealand Farm,Ambewela,Central,Culture,6.913,80.715,Paved,2.0,4.5
57,Lover’s Leap Waterfall,Nuwara Eliya,Central,Hiking,6.97,80.806,Hilly,1.5,4.5
58,Pedro Tea Estate & Factory,Nuwara Eliya,Central,Museum,6.972,80.806,Paved,1.5,4.6
59,Bomburu Ella Waterfall,Udu Pussellawa,Central,Hiking,6.933,80.788,Hilly,2.0,4.6
60,St. Clair’s Falls,Talawakelle,Central,Nature,6.951,80.533,Hilly,2.0,4.6
61,Devon Falls,Talawakelle,Central,Nature,6.959,80.499,Hilly,2.0,4.6
62,Aberdeen Falls,Ginigathhena,Central,Hiking,6.99,80.383,Hilly,2.5,4.6
63,Laxapana Falls,Maskeliya,Central,Hiking,6.906,80.503,Hilly,2.5,4.6
64,Castlereagh Reservoir,Hatton,Central,Relax,6.834,80.536,Paved,2.5,4.5
65,Maussakelle Reservoir,Maskeliya,Central,Relax,6.809,80.487,Paved,2.5,4.5
66,Adam’s Peak (Sri Pada) via Nallathanniya,Nallathanniya,Central,Hiking,6.809,80.499,Hilly,6.0,4.8
67,Nuwara Eliya Golf Club,Nuwara Eliya,Central,Relax,6.97,80.766,Paved,3.0,4.5
68,Gregory Lake Boating,Nuwara Eliya,Central,Adventure,6.967,80.782,Paved,2.0,4.5
69,Single Tree Hill Viewpoint,Nanu Oya,Central,Hiking,6.966,80.767,Hilly,2.0,4.5
70,Kande Ela Reservoir,Nuwara Eliya,Central,Nature,6.938,80.787,Paved,2.0,4.4
71,Nuwara Eliya Central Market,Nuwara Eliya,Central,Culture,6.971,80.764,Paved,1.0,4.3
72,Kandy War Cemetery,Kandy,Central,History,7.287,80.647,Paved,1.0,4.4
73,Galmaduwa Viharaya (Temple),Kundasale,Central,History,7.329,80.67,Hilly,1.5,4.4
74,Wales Park (Royal Palace Park),Kandy,Central,Park,7.291,80.638,Paved,1.5,4.5
75,Ceylon Tea Trails Lookouts,Hatton,Central,Relax,6.826,80.541,Paved,2.5,4.6
76,Taylor’s Seat Viewpoint,Maskeliya,Central,Viewpoint,6.834,80.51,Hilly,1.5,4.5
1,Jaya Sri Maha Bodhi,Anuradhapura,North Central,Religious,8.3335,80.403,Paved,1.5,4.9
2,Ruwanweliseya Stupa,Anuradhapura,North Central,Religious,8.3505,80.4038,Paved,2.0,4.9
3,Jetavanaramaya Stupa,Anuradhapura,North Central,History,8.3385,80.4025,Paved,2.0,4.8
4,Abhayagiri Stupa,Anuradhapura,North Central,History,8.372,80.402,Paved,2.0,4.7
5,Thuparamaya Dagoba,Anuradhapura,North Central,Religious,8.3567,80.4019,Paved,1.5,4.7
6,Mirisawetiya Stupa,Anuradhapura,North Central,History,8.357,80.394,Paved,1.5,4.6
7,Isurumuniya Viharaya,Anuradhapura,North Central,Religious,8.329,80.4035,Paved,1.5,4.7
8,Kuttam Pokuna (Twin Ponds),Anuradhapura,North Central,History,8.3739,80.3985,Paved,1.5,4.6
9,Samadhi Buddha Statue,Anuradhapura,North Central,History,8.36,80.408,Paved,1.0,4.6
10,Anuradhapura Archaeological Museum,Anuradhapura,North Central,Museum,8.3395,80.405,Paved,1.5,4.6
11,Ranmasu Uyana (Royal Gardens),Anuradhapura,North Central,History,8.331,80.398,Paved,1.5,4.5
12,Vessagiriya Ruins,Anuradhapura,North Central,History,8.323,80.396,Off-Road,1.5,4.5
13,Lovamahapaya (Brazen Palace) Ruins,Anuradhapura,North Central,History,8.345,80.4035,Paved,1.0,4.5
14,Eth Pokuna (Elephant Pond),Anuradhapura,North Central,History,8.374,80.399,Paved,1.0,4.5
15,Queen’s Pavilion Ruins,Anuradhapura,North Central,History,8.337,80.406,Paved,1.0,4.4
16,Moonstone (Sandakada Pahana) - Anuradhapura,Anuradhapura,North Central,History,8.3405,80.4045,Paved,0.8,4.5
17,Abhayagiri Monastery Complex,Anuradhapura,North Central,History,8.3715,80.401,Paved,2.0,4.6
18,Il Pansala (Image House) at Thuparama,Anuradhapura,North Central,History,8.3562,80.4022,Paved,1.0,4.5
19,Tissa Wewa Lake,Anuradhapura,North Central,Relax,8.333,80.397,Paved,2.0,4.5
20,Nuwara Wewa Lake,Anuradhapura,North Central,Relax,8.33,80.425,Paved,2.0,4.4
21,Basawakkulama (Abhaya Wewa),Anuradhapura,North Central,Nature,8.364,80.384,Paved,1.5,4.5
22,Nachchaduwa Wewa,Anuradhapura,North Central,Nature,8.283,80.525,Off-Road,2.5,4.4
23,Kala Wewa Reservoir,Kalawewa,North Central,Nature,8.1,80.5,Off-Road,2.5,4.6
24,Aukana Buddha Statue,Aukana,North Central,History,8.073,80.506,Paved,1.5,4.8
25,Vijithapura Ruins,Mihintale,North Central,History,8.352,80.517,Paved,1.5,4.5
26,Thanthirimale Rajamaha Viharaya,Thanthirimale,North Central,Religious,8.504,80.321,Off-Road,2.5,4.6
27,Mihintale Aradhana Gala Summit,Mihintale,North Central,Hiking,8.37,80.51,Hilly,2.0,4.7
28,Mihintale Ambasthala Stupa,Mihintale,North Central,Religious,8.356,80.514,Hilly,1.5,4.7
29,Kantaka Chetiya,Mihintale,North Central,History,8.368,80.517,Hilly,1.5,4.6
30,Kaludiya Pokuna (Mihintale),Mihintale,North Central,Nature,8.348,80.52,Off-Road,2.0,4.6
31,Naga Pokuna (Mihintale),Mihintale,North Central,Nature,8.357,80.516,Hilly,1.5,4.5
32,Mihintale Ancient Hospital,Mihintale,North Central,History,8.358,80.513,Paved,1.0,4.5
33,Mihintale Maha Seya,Mihintale,North Central,Religious,8.367,80.52,Hilly,1.5,4.6
34,Mihintale Alms Hall Ruins,Mihintale,North Central,History,8.3575,80.5135,Paved,1.0,4.4
35,Ritigala Strict Nature Reserve,Ritigala,North Central,Hiking,8.118,80.699,Hilly,3.0,4.7
36,Ritigala Monastic Ruins,Ritigala,North Central,History,8.121,80.702,Off-Road,2.0,4.6
37,Hurulu Eco Park,Habarana,North Central,Safari,8.029,80.751,Off-Road,4.0,4.6
38,Habarana Lake,Habarana,North Central,Relax,8.047,80.748,Paved,1.5,4.5
39,Rajanganaya Dam,Rajanganaya,North Central,Architecture,8.152,80.226,Paved,1.5,4.4
40,Wilpattu National Park (Hunuwilagama Gate),Nochchiyagama,North Central,Safari,8.457,79.996,Off-Road,6.0,4.8
41,Awkana Reservoir Viewpoint,Aukana,North Central,Viewpoint,8.077,80.502,Paved,1.0,4.4
42,Avukana Heritage Museum,Aukana,North Central,Museum,8.074,80.505,Paved,1.0,4.4
43,Anuradhapura New Town Market Walk,Anuradhapura,North Central,Culture,8.335,80.41,Paved,1.0,4.3
44,Isinbassagala Rajamaha Vihara,Medawachchiya,North Central,Religious,8.535,80.513,Paved,1.5,4.4
45,Padeniya? (omitted),-,North Central,History,0.0,0.0,Paved,0.0,0.0
46,Parakrama Samudraya,Polonnaruwa,North Central,Nature,7.934,81.017,Paved,2.5,4.7
47,Polonnaruwa Archaeological Museum,Polonnaruwa,North Central,Museum,7.9385,81.0019,Paved,1.5,4.6
48,King Parakramabahu’s Royal Palace,Polonnaruwa,North Central,History,7.941,81.001,Paved,1.5,4.7
49,Council Chamber (Audience Hall),Polonnaruwa,North Central,History,7.9415,81.0015,Paved,1.0,4.6
50,Quadrangle (Dalada Maluwa),Polonnaruwa,North Central,History,7.9402,81.0006,Paved,2.0,4.8
51,Polonnaruwa Vatadage,Polonnaruwa,North Central,History,7.9403,81.0005,Paved,1.0,4.8
52,Nissanka Latha Mandapaya,Polonnaruwa,North Central,History,7.9406,81.0007,Paved,0.8,4.7
53,Hatadage Shrine,Polonnaruwa,North Central,History,7.9401,81.0004,Paved,0.8,4.6
54,Atadage Shrine,Polonnaruwa,North Central,History,7.94,81.0003,Paved,0.8,4.6
55,Gal Potha (Stone Book),Polonnaruwa,North Central,History,7.9407,81.0006,Paved,0.8,4.6
56,Sathmahal Prasada,Polonnaruwa,North Central,History,7.9463,80.9975,Paved,1.0,4.6
57,Rankoth Vehera,Polonnaruwa,North Central,History,7.9488,80.9956,Paved,1.5,4.7
58,Kiri Vehera,Polonnaruwa,North Central,History,7.95,80.996,Paved,1.0,4.6
59,Lankatilaka Image House,Polonnaruwa,North Central,History,7.948,80.9955,Paved,1.5,4.7
60,Gal Vihara,Polonnaruwa,North Central,History,7.9435,81.0026,Paved,1.5,4.9
61,Tivanka Image House,Polonnaruwa,North Central,History,7.955,80.9985,Paved,1.5,4.7
62,Nelum Pokuna (Lotus Pond),Polonnaruwa,North Central,History,7.9515,80.9949,Paved,1.0,4.6
63,Demala Maha Seya,Polonnaruwa,North Central,History,7.9597,80.992,Off-Road,1.5,4.4
64,Pothgul Viharaya,Polonnaruwa,North Central,History,7.933,81.002,Paved,1.0,4.6
65,Shiva Devale No. 1,Polonnaruwa,North Central,History,7.941,81.001,Paved,0.8,4.5
66,Shiva Devale No. 2,Polonnaruwa,North Central,History,7.9413,81.0008,Paved,0.8,4.5
67,Parakrama Bahu Statue,Polonnaruwa,North Central,History,7.9315,81.006,Paved,0.8,4.6
68,Kumara Pokuna (Royal Bath),Polonnaruwa,North Central,History,7.9395,81.002,Paved,0.8,4.5
69,Sudden Viewpoint of Parakrama Samudraya,Polonnaruwa,North Central,Viewpoint,7.936,81.015,Paved,1.0,4.5
70,Medirigiriya Vatadage,Medirigiriya,North Central,History,8.127,80.963,Paved,1.5,4.7
71,Giritale Wewa,Giritale,North Central,Nature,7.997,80.935,Paved,2.0,4.6
72,Giritale Forest Reserve,Giritale,North Central,Nature,7.999,80.938,Off-Road,2.5,4.5
73,Minneriya National Park,Minneriya,North Central,Safari,8.031,80.821,Off-Road,6.0,4.8
74,Kaudulla National Park,Kaudulla,North Central,Safari,8.138,80.904,Off-Road,6.0,4.7
75,Somawathiya National Park,Somawathiya,North Central,Safari,8.146,81.097,Off-Road,6.0,4.6
76,Angammedilla National Park,Angammedilla,North Central,Nature,7.979,80.868,Off-Road,4.0,4.6
77,Maduru Oya National Park (Polonnaruwa Sector),Aralaganwila,North Central,Safari,7.695,81.22,Off-Road,6.0,4.6
78,Diyabeduma Waterfall,Aralaganwila,North Central,Nature,8.045,81.12,Hilly,2.0,4.4
79,Manampitiya Bridge,Manampitiya,North Central,Architecture,8.196,81.062,Paved,1.0,4.3
80,Habarana Elephant Watch & Village Walk,Habarana,North Central,Culture,8.048,80.745,Off-Road,2.5,4.5
81,Mahaweli River Viewpoint - Somawathiya,Somawathiya,North Central,Viewpoint,8.16,81.11,Off-Road,1.5,4.4
82,Diyabubula Eco Area (Habarana side),Habarana,North Central,Nature,8.04,80.76,Off-Road,2.0,4.4
83,Hathikuchchi Archaeological Site,Anuradhapura,North Central,History,7.989,80.482,Off-Road,2.0,4.5
84,Ederagala Wewa View,Habarana,North Central,Relax,8.06,80.752,Paved,1.0,4.3
85,Awkana Lake Sunset Point,Aukana,North Central,Viewpoint,8.071,80.5065,Paved,1.0,4.5
86,Kalankuttiya Wewa,Medawachchiya,North Central,Nature,8.615,80.545,Off-Road,2.0,4.3
87,Nelumkulama Tank & Birding,Nelumkulama,North Central,Birding,8.453,80.367,Off-Road,2.5,4.4
88,Thammannakulama Tank Anuradhapura,Anuradhapura,North Central,Nature,8.367,80.388,Paved,1.5,4.4
89,Keeriyankalliya Lake Edge,Polonnaruwa,North Central,Relax,7.95,81.04,Paved,1.5,4.3
90,One Tree Hill View (Polonnaruwa North),Polonnaruwa,North Central,Viewpoint,7.96,81.015,Hilly,1.2,4.3
1,Galle Dutch Fort,Galle,Southern,History,6.027,80.217,Paved,3.0,4.9
2,Galle Lighthouse,Galle,Southern,History,6.022,80.216,Paved,1.0,4.8
3,National Maritime Museum,Galle,Southern,Museum,6.026,80.216,Paved,1.5,4.6
4,Dutch Reformed Church (Groote Kerk),Galle,Southern,History,6.026,80.217,Paved,1.0,4.6
5,All Saints Church,Galle,Southern,History,6.025,80.216,Paved,1.0,4.5
6,Old Dutch Hospital Shopping Precinct,Galle,Southern,Shopping,6.024,80.214,Paved,1.5,4.5
7,Galle Fort Ramparts & Clock Tower,Galle,Southern,History,6.03,80.216,Paved,1.5,4.6
8,Galle National Museum,Galle,Southern,Museum,6.025,80.217,Paved,1.5,4.5
9,Unawatuna Beach,Unawatuna,Southern,Beach,6.012,80.246,Paved,3.0,4.7
10,Jungle Beach (Rumassala),Rumassala,Southern,Nature,6.01,80.246,Off-Road,2.5,4.7
11,Japanese Peace Pagoda,Rumassala,Southern,Religious,6.0086,80.2482,Hilly,1.5,4.6
12,Yatagala Rajamaha Viharaya,Unawatuna,Southern,Religious,6.022,80.263,Hilly,1.5,4.6
13,Dalawella Beach,Dalawella,Southern,Beach,6.005,80.262,Paved,3.0,4.6
14,Mihiripenna Beach,Mihiripenna,Southern,Beach,6.0,80.266,Paved,3.0,4.5
15,Thalpe Beach,Thalpe,Southern,Beach,5.992,80.293,Paved,3.0,4.5
16,Koggala Beach,Koggala,Southern,Beach,5.99,80.322,Paved,3.0,4.6
17,Koggala Lake,Koggala,Southern,Nature,5.994,80.345,Off-Road,2.5,4.6
18,Martin Wickramasinghe Folk Museum,Koggala,Southern,Museum,5.993,80.319,Paved,1.5,4.6
19,Habaraduwa Sea Turtle Hatchery,Habaraduwa,Southern,Nature,6.0,80.322,Paved,1.5,4.6
20,Handunugoda Tea Estate (Virgin White Tea),Ahangama,Southern,Museum,5.966,80.356,Hilly,2.0,4.7
21,Ahangama Beach,Ahangama,Southern,Beach,5.973,80.385,Paved,3.0,4.5
22,Midigama Beach,Midigama,Southern,Beach,5.956,80.406,Paved,3.0,4.5
23,Kathaluwa Old Temple,Kathaluwa,Southern,Religious,5.987,80.342,Paved,1.5,4.5
24,Hikkaduwa Beach,Hikkaduwa,Southern,Beach,6.14,80.1,Paved,3.0,4.6
25,Hikkaduwa Coral Sanctuary,Hikkaduwa,Southern,Nature,6.139,80.103,Off-Road,2.0,4.6
26,Hikkaduwa National Park,Hikkaduwa,Southern,Nature,6.139,80.102,Off-Road,3.0,4.6
27,Seenigama Devalaya,Seenigama,Southern,Religious,6.152,80.1,Paved,1.0,4.5
28,Dodanduwa Lake,Dodanduwa,Southern,Nature,6.1,80.082,Off-Road,2.0,4.4
29,Kosgoda Turtle Conservation Project,Kosgoda,Southern,Nature,6.35,80.03,Paved,2.0,4.6
30,Madu River Safari,Balapitiya,Southern,Adventure,6.345,80.034,Off-Road,3.0,4.6
31,Maduganga Islands Birding,Balapitiya,Southern,Birding,6.34,80.04,Off-Road,2.5,4.5
32,Dewata Surf Point,Dewata,Southern,Adventure,6.016,80.236,Paved,2.5,4.5
33,Rumassala Sanjeewani Hill Viewpoint,Rumassala,Southern,Viewpoint,6.009,80.246,Hilly,1.5,4.6
34,Pitiwella Beach,Pitiwella,Southern,Beach,6.074,80.191,Paved,2.5,4.4
35,Boossa Beach,Boossa,Southern,Beach,6.071,80.187,Paved,2.5,4.4
36,Rathgama Lake,Rathgama,Southern,Nature,6.088,80.172,Off-Road,2.0,4.4
37,Matara Fort,Matara,Southern,History,5.948,80.546,Paved,1.5,4.6
38,Star Fort,Matara,Southern,History,5.949,80.548,Paved,1.5,4.6
39,Parevi Duwa Temple,Matara,Southern,Religious,5.939,80.551,Paved,1.0,4.6
40,Matara Beach,Matara,Southern,Beach,5.942,80.552,Paved,3.0,4.5
41,Polhena Beach,Polhena,Southern,Beach,5.936,80.521,Paved,3.0,4.6
42,Madiha Beach,Madiha,Southern,Beach,5.93,80.508,Paved,3.0,4.5
43,Mirissa Beach,Mirissa,Southern,Beach,5.943,80.457,Paved,3.0,4.7
44,Mirissa Whale Watching,Mirissa,Southern,Adventure,5.943,80.457,Off-Road,4.0,4.8
45,Coconut Tree Hill,Mirissa,Southern,Viewpoint,5.935,80.451,Hilly,1.5,4.7
46,Secret Beach Mirissa,Mirissa,Southern,Beach,5.94,80.443,Paved,2.5,4.6
47,Weligama Bay Beach,Weligama,Southern,Beach,5.972,80.429,Paved,3.0,4.6
48,Taprobane Island Viewpoint,Weligama,Southern,Viewpoint,5.974,80.423,Paved,1.0,4.5
49,Kushtarajagala Statue,Weligama,Southern,History,5.977,80.429,Paved,1.0,4.5
50,Weherahena Poorwarama Temple,Matara,Southern,Religious,5.943,80.579,Paved,2.0,4.6
51,Dondra Head Lighthouse,Devinuwara,Southern,History,5.918,80.589,Paved,1.5,4.7
52,Devinuwara Vishnu Devalaya,Devinuwara,Southern,Religious,5.919,80.588,Paved,1.5,4.6
53,Dondra Beach,Devinuwara,Southern,Beach,5.915,80.592,Paved,3.0,4.5
54,Talalla Beach,Talalla,Southern,Beach,5.939,80.617,Paved,3.0,4.6
55,Nilwella Beach,Nilwella,Southern,Beach,5.95,80.691,Paved,3.0,4.5
56,Hummanaya Blowhole,Kudawella,Southern,Nature,5.951,80.7,Off-Road,1.5,4.7
57,Hiriketiya Beach,Dikwella,Southern,Beach,5.939,80.714,Paved,3.0,4.7
58,Dikwella Beach,Dikwella,Southern,Beach,5.938,80.706,Paved,3.0,4.6
59,Kirala Kelle Wetland,Matara,Southern,Nature,5.965,80.522,Off-Road,2.0,4.4
60,Gandara Bay Beach,Gandara,Southern,Beach,5.904,80.609,Paved,2.5,4.4
61,Thalaramba Beach,Thalaramba,Southern,Beach,5.94,80.469,Paved,2.5,4.5
62,Kottegoda Beach,Kottegoda,Southern,Beach,5.912,80.649,Paved,2.5,4.4
63,Tangalle Beach,Tangalle,Southern,Beach,6.022,80.793,Paved,3.0,4.6
64,Medaketiya Beach,Tangalle,Southern,Beach,6.018,80.798,Paved,3.0,4.5
65,Goyambokka Beach,Tangalle,Southern,Beach,6.027,80.773,Paved,3.0,4.6
66,Silent Beach,Tangalle,Southern,Beach,6.037,80.781,Paved,3.0,4.6
67,Rekawa Turtle Beach,Rekawa,Southern,Nature,6.042,80.87,Off-Road,3.0,4.7
68,Kalametiya Bird Sanctuary,Kalametiya,Southern,Birding,6.075,80.938,Off-Road,3.0,4.6
69,Ridiyagama Safari Park,Ridiyagama,Southern,Safari,6.193,80.925,Off-Road,4.0,4.5
70,Dry Zone Botanic Gardens (Mirijjawila),Hambantota,Southern,Nature,6.126,81.103,Paved,2.5,4.6
71,Hambantota Birds Park & Safari,Hambantota,Southern,Birding,6.125,81.129,Paved,3.0,4.4
72,Bundala National Park,Bundala,Southern,Safari,6.204,81.18,Off-Road,6.0,4.7
73,Tissamaharama Raja Maha Vihara,Tissamaharama,Southern,Religious,6.285,81.283,Paved,1.5,4.6
74,Yatala Vehera,Tissamaharama,Southern,History,6.283,81.284,Paved,1.5,4.6
75,Tissa Wewa Lake,Tissamaharama,Southern,Relax,6.286,81.295,Paved,2.0,4.5
76,Debarawewa Lake,Debarawewa,Southern,Nature,6.275,81.288,Off-Road,2.0,4.4
77,Weerawila Lake,Weerawila,Southern,Nature,6.253,81.152,Off-Road,2.0,4.4
78,Kirinda Beach & Vihara,Kirinda,Southern,Beach,6.373,81.33,Paved,2.5,4.5
79,Lunugamvehera National Park,Lunugamvehera,Southern,Safari,6.513,81.075,Off-Road,6.0,4.6
80,Yala National Park (Palatupana Gate),Palatupana,Southern,Safari,6.4,81.52,Off-Road,6.0,4.8
81,Sithulpawwa Rajamaha Viharaya,Yala,Southern,Religious,6.406,81.215,Off-Road,2.5,4.7
82,Walawe River Safari,Ambalantota,Southern,Adventure,6.16,80.923,Off-Road,3.0,4.5
83,Ussangoda National Park,Ambalantota,Southern,Nature,6.114,80.905,Off-Road,2.5,4.6
84,Hambantota Sand Dunes,Hambantota,Southern,Nature,6.132,81.112,Off-Road,2.0,4.4
85,Mahapelessa (Madunagala) Hot Springs,Sooriyawewa,Southern,Nature,6.278,80.934,Off-Road,1.5,4.5
86,Tangalle Lagoon,Tangalle,Southern,Nature,6.027,80.79,Off-Road,2.0,4.4
87,Magampura Port Viewpoint,Hambantota,Southern,Architecture,6.119,81.121,Paved,1.0,4.3
88,Bundala Embilikala Lagoon,Bundala,Southern,Birding,6.205,81.16,Off-Road,2.5,4.6
89,Palatupana Beach,Palatupana,Southern,Beach,6.39,81.534,Paved,2.5,4.4
90,Tissamaharama Archaeological Museum,Tissamaharama,Southern,Museum,6.285,81.282,Paved,1.5,4.5
1,Nine Arches Bridge,Ella,Uva,Adventure,6.8768,81.0608,Hilly,1.5,4.8
2,Ella Rock,Ella,Uva,Hiking,6.8561,81.045,Hilly,5.0,4.7
3,Little Adam's Peak,Ella,Uva,Hiking,6.862,81.048,Hilly,3.0,4.8
4,Ravana Falls,Ella,Uva,Nature,6.818,81.061,Paved,1.5,4.7
5,Ravana Cave,Ella,Uva,History,6.816,81.056,Hilly,1.5,4.5
6,Demodara Railway Loop & Station,Demodara,Uva,History,6.881,81.054,Paved,1.5,4.7
7,Kithal Ella Falls,Kithal Ella,Uva,Nature,6.854,81.063,Hilly,1.5,4.5
8,Dowa Rajamaha Viharaya,Bandarawela,Uva,Religious,6.85,80.99,Paved,1.5,4.6
9,Dunhinda Falls,Badulla,Uva,Hiking,7.045,81.063,Hilly,2.5,4.7
10,Bogoda Wooden Bridge,Kataragama? (Bogoda),Uva,History,7.023,81.032,Off-Road,1.5,4.6
11,Namunukula Mountain Range,Passara,Uva,Hiking,7.04,81.098,Hilly,5.0,4.7
12,Fox Hill Viewpoint,Diyatalawa,Uva,Viewpoint,6.797,80.959,Paved,1.5,4.5
13,Idalgashinna Station & Ridge Walk,Idalgashinna,Uva,Hiking,6.773,80.92,Hilly,2.5,4.6
14,Haputale Town View,Haputale,Uva,Viewpoint,6.768,80.963,Paved,1.0,4.5
15,Lipton's Seat,Dambatenne,Uva,Viewpoint,6.767,80.87,Hilly,2.0,4.8
16,Dambatenne Tea Factory,Dambatenne,Uva,Museum,6.772,80.892,Paved,1.5,4.6
17,Thangamale Sanctuary,Haputale,Uva,Nature,6.774,80.9,Off-Road,2.0,4.5
18,Diyaluma Falls,Koslanda,Uva,Hiking,6.766,81.03,Hilly,3.0,4.8
19,Upper Diyaluma Pools,Koslanda,Uva,Hiking,6.756,81.032,Hilly,2.5,4.7
20,Pilkington Point (Poonagala),Poonagala,Uva,Viewpoint,6.749,81.014,Hilly,1.5,4.6
